topic_id	initial_request	clarification_need	question_id	question	rank_label
150	how can one can become highway patrol	3	Q02047	do you want to know how many employees work for the tn highway patrol	0
150	how can one can become highway patrol	3	Q02133	do you want to know if the tennessee highway patrol has reported any accidents	0
150	how can one can become highway patrol	3	Q03242	would you like me to contact them for you	0
150	how can one can become highway patrol	3	Q03465	would you like to know how many tickets they right ever year	0
150	how can one can become highway patrol	3	Q03557	would you like to know more about their responsibilities	0
150	how can one can become highway patrol	3	Q00236	are you interested in how much a patrol officer makes per year	0
150	how can one can become highway patrol	3	Q00262	are you interested in knowing the avergae salary of an employee of the tennessee highway patrol	0
150	how can one can become highway patrol	3	Q00266	are you interested in knowing where the tennesse high patrol check points	0
150	how can one can become highway patrol	3	Q00563	are you interested in who is in charge of the tn highway patrol	0
150	how can one can become highway patrol	3	Q00575	are you interested to fill a survey for them	0
150	how can one can become highway patrol	3	Q00697	are you looking for a specific web site	0
150	how can one can become highway patrol	3	Q01492	did you want to be informed as to whre the tennesse highway patrol academy is located	0
150	how can one can become highway patrol	3	Q01509	did you want to know what the tenessee highway patrol cars look like	0
150	how can one can become highway patrol	3	Q00001	<None>	1
151	what is a 403b ?	2	Q00139	are you interested in any specific rules	0
151	what is a 403b ?	2	Q03517	would you like to know more about a 403b retirement account	0
151	what is a 403b ?	2	Q03831	would you like to see alternative retirement accounts	0
151	what is a 403b ?	2	Q03851	would you like to see if your employer offers 403b resources	0
151	what is a 403b ?	2	Q03876	would you like to see resources for retirement investing	0
151	what is a 403b ?	2	Q03896	would you like to see the difference between a 403b and 401k account	0
151	what is a 403b ?	2	Q01074	are you looking for the information how 403b plan works	0
151	what is a 403b ?	2	Q01131	are you looking for withdrawal rules for 403b plan	0
151	what is a 403b ?	2	Q01370	are you trying to find out the difference between 401k and 403b	0
151	what is a 403b ?	2	Q01518	do need to see any specific information about 403b eligibility	0
151	what is a 403b ?	2	Q01576	do you need 403b calculator	0
151	what is a 403b ?	2	Q01960	do you want to know 403b contribution limits in 2018	0
151	what is a 403b ?	2	Q02968	what year do you want to begin contributing 403b	0
151	what is a 403b ?	2	Q03348	would you like to find retirement financial advisors	0
151	what is a 403b ?	2	Q00001	<None>	1
155	find me information about the last supper painting .	4	Q00449	are you interested in the history of the last supper painting	0
155	find me information about the last supper painting .	4	Q02728	what aspect of the last supper painting are you interested in	0
155	find me information about the last supper painting .	4	Q02814	what is your purpose for searching for the last supper painting	0
155	find me information about the last supper painting .	4	Q03129	woud you like to know about last supper reproductions	0
155	find me information about the last supper painting .	4	Q03776	would you like to purchase tickets to view the painting in milan	0
155	find me information about the last supper painting .	4	Q03824	would you like to see a picture of the painting	0
155	find me information about the last supper painting .	4	Q00565	are you interested in who painted the last supper painting	0
155	find me information about the last supper painting .	4	Q01622	do you need directions to see the last supper painting	1
155	find me information about the last supper painting .	4	Q01754	do you want a book about the last supper painting	0
155	find me information about the last supper painting .	4	Q02065	do you want to know how much the last supper painting is worth	0
155	find me information about the last supper painting .	4	Q02219	do you want to know the location of the last supper painting	0
155	find me information about the last supper painting .	4	Q02341	do you want to know where you can view the last supper painting	0
155	find me information about the last supper painting .	4	Q02358	do you want to know who painted the last supper painting	0
155	find me information about the last supper painting .	4	Q02368	do you want to know why leonardo davinci painted the last supper painting	0
155	find me information about the last supper painting .	4	Q00001	<None>	0
157	i am looking for information on the beatles rock band	3	Q00103	are you interested in a specifc song from the beatles	0
157	i am looking for information on the beatles rock band	3	Q03155	would you like a history of the band	0
157	i am looking for information on the beatles rock band	3	Q03226	would you like information on a particular band member	0
157	i am looking for information on the beatles rock band	3	Q03565	would you like to know of upcoming concert dates	0
157	i am looking for information on the beatles rock band	3	Q00148	are you interested in awards received by the band	1
157	i am looking for information on the beatles rock band	3	Q00305	are you interested in learning the history of the beatles	0
157	i am looking for information on the beatles rock band	3	Q01155	are you looking to find out about the albums of the beatles	0
157	i am looking for information on the beatles rock band	3	Q01157	are you looking to find out what game platforms you can play the beatles rock bank game on	0
157	i am looking for information on the beatles rock band	3	Q01371	are you trying to find out the rating of the beatles rock band game	0
157	i am looking for information on the beatles rock band	3	Q01389	are you trying to purchase the beatles rock band game	0
157	i am looking for information on the beatles rock band	3	Q01770	do you want a list of their songs	0
157	i am looking for information on the beatles rock band	3	Q01917	do you want to buy their music	0
157	i am looking for information on the beatles rock band	3	Q00001	<None>	0
161	tell me about furniture for small spaces .	2	Q00583	are you interesting in buying furniture	0
161	tell me about furniture for small spaces .	2	Q01911	do you want to buy it online	0
161	tell me about furniture for small spaces .	2	Q02383	do you want to learn how to make furniture	0
161	tell me about furniture for small spaces .	2	Q02451	do you want to sell furniture	0
161	tell me about furniture for small spaces .	2	Q02501	have you got any specific question regarding furniture size	0
161	tell me about furniture for small spaces .	2	Q02917	what type of furniture are you looking for	1
161	tell me about furniture for small spaces .	2	Q00763	are you looking for bedroom furniture	0
161	tell me about furniture for small spaces .	2	Q00803	are you looking for dining room furniture	0
161	tell me about furniture for small spaces .	2	Q00843	are you looking for furniture for a specific room	0
161	tell me about furniture for small spaces .	2	Q00870	are you looking for information about any specific decoration technique	0
161	tell me about furniture for small spaces .	2	Q00920	are you looking for kitchen furniture	0
161	tell me about furniture for small spaces .	2	Q00932	are you looking for living room furniture	0
161	tell me about furniture for small spaces .	2	Q01607	do you need any specific tips on decoration	0
161	tell me about furniture for small spaces .	2	Q01642	do you need information about furniture arrangement	0
161	tell me about furniture for small spaces .	2	Q00001	<None>	0
17	i am interested in poker tournaments	2	Q00289	are you interested in learning how to play poker	0
17	i am interested in poker tournaments	2	Q03187	would you like a schedule of poker tournaments	0
17	i am interested in poker tournaments	2	Q01099	are you looking for the world series of poker	0
17	i am interested in poker tournaments	2	Q01936	do you want to find local tournaments near you	0
17	i am interested in poker tournaments	2	Q02072	do you want to know how poker tournaments are played	0
17	i am interested in poker tournaments	2	Q02366	do you want to know who won the last world series of poker	1
17	i am interested in poker tournaments	2	Q02406	do you want to play in online poker tournaments	0
17	i am interested in poker tournaments	2	Q02461	do you want to watch a tournament online	0
17	i am interested in poker tournaments	2	Q02991	where would you like to find poker tournaments	0
17	i am interested in poker tournaments	2	Q03060	which poker tournament are you interested in knowing more about	0
17	i am interested in poker tournaments	2	Q00001	<None>	0
170	tell me about scooters .	4	Q00380	are you interested in scooter laws	0
170	tell me about scooters .	4	Q02669	there are some cool deals available shall i show them	0
170	tell me about scooters .	4	Q03122	will this be for an adult or child	0
170	tell me about scooters .	4	Q03333	would you like to explore more on scooters	1
170	tell me about scooters .	4	Q03775	would you like to purchase one or rent it	0
170	tell me about scooters .	4	Q00934	are you looking for locations that have the scooters	0
170	tell me about scooters .	4	Q01138	are you looking to buy a scooter	0
170	tell me about scooters .	4	Q01170	are you looking to rent a scooter	0
170	tell me about scooters .	4	Q01346	are you trying to build a scooter	0
170	tell me about scooters .	4	Q01351	are you trying to change scooter oil	0
170	tell me about scooters .	4	Q01530	do you have a specific brand name on your mind	0
170	tell me about scooters .	4	Q01590	do you need a retailer near you	0
170	tell me about scooters .	4	Q02631	is this for mobility or fun	0
170	tell me about scooters .	4	Q00001	<None>	0
171	tell me about ron howard .	2	Q00376	are you interested in ron howards life story and career highlights	0
171	tell me about ron howard .	2	Q02070	do you want to know how old ron howard is	0
171	tell me about ron howard .	2	Q02155	do you want to know more about ron howards directing career	0
171	tell me about ron howard .	2	Q02946	what would you like to know about his family	0
171	tell me about ron howard .	2	Q03463	would you like to know how many movies ron howard has directed	0
171	tell me about ron howard .	2	Q03938	would you want to know about ron howards acting career	0
171	tell me about ron howard .	2	Q00377	are you interested in ron howards personal life	0
171	tell me about ron howard .	2	Q00550	are you interested in when ron howard was younger or his older work	0
171	tell me about ron howard .	2	Q00638	are you looking for a list of movies ron howard directed	0
171	tell me about ron howard .	2	Q01002	are you looking for ron howard biographies	0
171	tell me about ron howard .	2	Q01116	are you looking for upcoming movies by ron howard	0
171	tell me about ron howard .	2	Q01342	are you tring to find movies and tv shows where ron howard was an actor	0
171	tell me about ron howard .	2	Q01354	are you trying to compare different ron howard movies	0
171	tell me about ron howard .	2	Q01363	are you trying to find films that ron howard directed	0
171	tell me about ron howard .	2	Q00001	<None>	1
172	i am looking for information on becoming a paralegal	2	Q00275	are you interested in law school	0
172	i am looking for information on becoming a paralegal	2	Q02241	do you want to know the qualifications necessary to become a paralegal	0
172	i am looking for information on becoming a paralegal	2	Q02242	do you want to know the responsibilities of a paralegal	0
172	i am looking for information on becoming a paralegal	2	Q02377	do you want to learn about the law	0
172	i am looking for information on becoming a paralegal	2	Q02468	do you watch lawbased television	1
172	i am looking for information on becoming a paralegal	2	Q03296	would you like to become a paralegal	0
172	i am looking for information on becoming a paralegal	2	Q03547	would you like to know more about the duties of a paralegal	0
172	i am looking for information on becoming a paralegal	2	Q00696	are you looking for a specific web page	0
172	i am looking for information on becoming a paralegal	2	Q00963	are you looking for paralegal job opportunities	0
172	i am looking for information on becoming a paralegal	2	Q01023	are you looking for specific courses	0
172	i am looking for information on becoming a paralegal	2	Q01551	do you know anything about the law	0
172	i am looking for information on becoming a paralegal	2	Q01767	do you want a list of firms that are currently hiring paralegals	0
172	i am looking for information on becoming a paralegal	2	Q01779	do you want a paralegal internship	0
172	i am looking for information on becoming a paralegal	2	Q02021	do you want to know colleges in your area where you can study to be a paralegal	0
172	i am looking for information on becoming a paralegal	2	Q02175	do you want to know the average annual salary for paralegals	0
172	i am looking for information on becoming a paralegal	2	Q00001	<None>	0
178	how to cook pork tenderlion	3	Q00095	are you interested in a pork recipe	0
178	how to cook pork tenderlion	3	Q03768	would you like to make a rub for pork tenderloin	0
178	how to cook pork tenderlion	3	Q03769	would you like to marinate your pork tenderloin	0
178	how to cook pork tenderlion	3	Q03872	would you like to see pork tenderloin recipes	0
178	how to cook pork tenderlion	3	Q03893	would you like to see the cooking temperature of pork tenderloin	0
178	how to cook pork tenderlion	3	Q01197	are you purchasing pork tenderloin today	0
178	how to cook pork tenderlion	3	Q01707	do you need to cook a pork tenderloin	0
178	how to cook pork tenderlion	3	Q01716	do you need to know how long to cook pork tenderloin	0
178	how to cook pork tenderlion	3	Q02323	do you want to know where pork tenderloin comes from	0
178	how to cook pork tenderlion	3	Q02551	how would you like to cook your pork tenderloin	0
178	how to cook pork tenderlion	3	Q02655	price of a pork tenderloin	1
178	how to cook pork tenderlion	3	Q03694	would you like to know where pork tenderloin comes from in a pig	0
178	how to cook pork tenderlion	3	Q03708	would you like to know where to purchase a pork tenderloin	0
178	how to cook pork tenderlion	3	Q00001	<None>	0
181	i am interested in old coins	3	Q00007	any tutorials would interest you	0
181	i am interested in old coins	3	Q02606	is there a specific type of coin that interests you	0
181	i am interested in old coins	3	Q03234	would you like information on the worth of coins	0
181	i am interested in old coins	3	Q00395	are you interested in specific old coins	0
181	i am interested in old coins	3	Q01167	are you looking to purchase old or collector coins	0
181	i am interested in old coins	3	Q01482	did you find them	0
181	i am interested in old coins	3	Q01851	do you want pictures of old coins	0
181	i am interested in old coins	3	Q01913	do you want to buy old coins	0
181	i am interested in old coins	3	Q02258	do you want to know the value of old coins	0
181	i am interested in old coins	3	Q02452	do you want to sell old coins	0
181	i am interested in old coins	3	Q02587	is there a coin dealer near you	1
181	i am interested in old coins	3	Q00001	<None>	0
182	how can i quick smoking	4	Q00063	are you having trouble quitting somking	0
182	how can i quick smoking	4	Q01826	do you want information on how many people successfully quit smoking	0
182	how can i quick smoking	4	Q03418	would you like to know about the benefits of quitting smoking	0
182	how can i quick smoking	4	Q00813	are you looking for doctors that can help you quit smoking	1
182	how can i quick smoking	4	Q00893	are you looking for information on how to quit smoking	0
182	how can i quick smoking	4	Q00966	are you looking for patches	0
182	how can i quick smoking	4	Q01008	are you looking for side effects of quitting smoking	0
182	how can i quick smoking	4	Q01012	are you looking for smoking alternative products	0
182	how can i quick smoking	4	Q01390	are you trying to quit smoking	0
182	how can i quick smoking	4	Q01434	are you wondering how other people have quit smoking	0
182	how can i quick smoking	4	Q01437	are you wondering if it is hard to quit smoking	0
182	how can i quick smoking	4	Q00001	<None>	0
184	i am interested in civil right movement	3	Q00263	are you interested in knowing what started the civil rights movement	0
184	i am interested in civil right movement	3	Q03366	would you like to know about any specific acts	0
184	i am interested in civil right movement	3	Q03657	would you like to know what happened during the civil rights movement	0
184	i am interested in civil right movement	3	Q03678	would you like to know when the civil rights movement began	0
184	i am interested in civil right movement	3	Q01883	do you want the history of the civil right movement	0
184	i am interested in civil right movement	3	Q01992	do you want to know about specific key people	0
184	i am interested in civil right movement	3	Q02134	do you want to know if there are current civil rights movements	0
184	i am interested in civil right movement	3	Q02361	do you want to know who started the movement	0
184	i am interested in civil right movement	3	Q02363	do you want to know who the people were who started the civil rights movement	1
184	i am interested in civil right movement	3	Q02611	is there any specific historical movement on your mind	0
184	i am interested in civil right movement	3	Q02953	what would you like to know about the civil right movement	0
184	i am interested in civil right movement	3	Q03017	which countrys civil rights movement are you interested in	0
184	i am interested in civil right movement	3	Q00001	<None>	0
192	find condos in florida .	3	Q00137	are you interested in any specific city in florida	0
192	find condos in florida .	3	Q02721	what area is florida are you interested in	0
192	find condos in florida .	3	Q02812	what is your price range	0
192	find condos in florida .	3	Q02854	what other features are you looking for in a condo	0
192	find condos in florida .	3	Q00177	are you interested in condos in sale	0
192	find condos in florida .	3	Q00687	are you looking for a specific price range	0
192	find condos in florida .	3	Q01146	are you looking to buy or lease	0
192	find condos in florida .	3	Q01191	are you planning to live there or are you looking for an investment property	0
192	find condos in florida .	3	Q01755	do you want a condo for vacation or to live in	0
192	find condos in florida .	3	Q01905	do you want to be on the beach	0
192	find condos in florida .	3	Q02422	do you want to rent or buy a condo	0
192	find condos in florida .	3	Q02524	how many bedrooms do you want	0
192	find condos in florida .	3	Q00001	<None>	1
194	tell me about designer dog breeds .	2	Q00097	are you interested in a puppy	0
194	tell me about designer dog breeds .	2	Q02262	do you want to know what a designer dog breed is	0
194	tell me about designer dog breeds .	2	Q02267	do you want to know what are cosidered designer dog breeds	0
194	tell me about designer dog breeds .	2	Q02301	do you want to know what the most popular designer dog breeds there are	0
194	tell me about designer dog breeds .	2	Q02333	do you want to know where to buy a designer dog breed	0
194	tell me about designer dog breeds .	2	Q03126	will you like to know the most popular dog	0
194	tell me about designer dog breeds .	2	Q03885	would you like to see some pictures of designer dog breeds	0
194	tell me about designer dog breeds .	2	Q00110	are you interested in a specific designer dog breed	0
194	tell me about designer dog breeds .	2	Q00481	are you interested in the price of the designer dog breed	1
194	tell me about designer dog breeds .	2	Q00640	are you looking for a list of the top designer dog breeds	0
194	tell me about designer dog breeds .	2	Q01650	do you need information on any specific hybrids	0
194	tell me about designer dog breeds .	2	Q01758	do you want a designer dog	0
194	tell me about designer dog breeds .	2	Q02060	do you want to know how much designer dog breeds cost	0
194	tell me about designer dog breeds .	2	Q02119	do you want to know if designer dog breeds are healthier than purebreds	0
194	tell me about designer dog breeds .	2	Q02261	do you want to know unusual designer dog breeds	0
194	tell me about designer dog breeds .	2	Q00001	<None>	0
41	looking for information about the orange county convention center	2	Q00825	are you looking for events	0
41	looking for information about the orange county convention center	2	Q02201	do you want to know the events going on here	0
41	looking for information about the orange county convention center	2	Q02260	do you want to know their hours of operation	0
41	looking for information about the orange county convention center	2	Q01059	are you looking for the convention center in florida	0
41	looking for information about the orange county convention center	2	Q01100	are you looking for things to do around that area	0
41	looking for information about the orange county convention center	2	Q01188	are you planning any events there	0
41	looking for information about the orange county convention center	2	Q01579	do you need a hotel	0
41	looking for information about the orange county convention center	2	Q01583	do you need a map	0
41	looking for information about the orange county convention center	2	Q01591	do you need a taxi	0
41	looking for information about the orange county convention center	2	Q01963	do you want to know a phone number to call	0
41	looking for information about the orange county convention center	2	Q02172	do you want to know the address	1
41	looking for information about the orange county convention center	2	Q00001	<None>	0
47	tell me more about usa tax for annuity	4	Q00046	are you considering purchasing an indexed annuity	0
47	tell me more about usa tax for annuity	4	Q02058	do you want to know how much an indexed annuity would cost	0
47	tell me more about usa tax for annuity	4	Q02113	do you want to know if an indexed annuity a good investment	0
47	tell me more about usa tax for annuity	4	Q03256	would you like reasons not to invest in an indexed annuity	1
47	tell me more about usa tax for annuity	4	Q03576	would you like to know the advantages and disadvantages of a indexed annuity	0
47	tell me more about usa tax for annuity	4	Q03773	would you like to purchase a indexed annuity	0
47	tell me more about usa tax for annuity	4	Q00200	are you interested in finding out the difference between an indexed and variable annuity	0
47	tell me more about usa tax for annuity	4	Q00202	are you interested in finding out the rates for indexed annutiies	0
47	tell me more about usa tax for annuity	4	Q01555	do you know what an indexed annuity is	0
47	tell me more about usa tax for annuity	4	Q01817	do you want information about fees for indexed annuities	0
47	tell me more about usa tax for annuity	4	Q01846	do you want more information about what an indexed annuity is	0
47	tell me more about usa tax for annuity	4	Q01918	do you want to calculate how much an indexed annuity would provide	0
47	tell me more about usa tax for annuity	4	Q01972	do you want to know about companies that provide indexed annuities	0
47	tell me more about usa tax for annuity	4	Q02035	do you want to know how an indexed annuity works	0
47	tell me more about usa tax for annuity	4	Q00001	<None>	0
62	tell me about texas border patrol .	2	Q00549	are you interested in what their job duties are	0
62	tell me about texas border patrol .	2	Q02423	do you want to report an incident	0
62	tell me about texas border patrol .	2	Q03464	would you like to know how many there are	0
62	tell me about texas border patrol .	2	Q00696	are you looking for a specific web page	0
62	tell me about texas border patrol .	2	Q01368	are you trying to find out if they can use deadly force	0
62	tell me about texas border patrol .	2	Q01781	do you want a phone number to call	0
62	tell me about texas border patrol .	2	Q01902	do you want to apply for a job here	0
62	tell me about texas border patrol .	2	Q02079	do you want to know how to become one	0
62	tell me about texas border patrol .	2	Q02142	do you want to know information about the patrol	0
62	tell me about texas border patrol .	2	Q02304	do you want to know what their jurisdiction is	0
62	tell me about texas border patrol .	2	Q02332	do you want to know where their headquarters is located	0
62	tell me about texas border patrol .	2	Q00001	<None>	1
64	i would like to learn about moths	3	Q00325	are you interested in moth biology	0
64	i would like to learn about moths	3	Q01714	do you need to identify a moth	0
64	i would like to learn about moths	3	Q01738	do you need to see a picture of moth	0
64	i would like to learn about moths	3	Q03090	which type of moth are you looking for	0
64	i would like to learn about moths	3	Q03479	would you like to know how to catch moths	0
64	i would like to learn about moths	3	Q00326	are you interested in moth life cycle	0
64	i would like to learn about moths	3	Q00541	are you interested in what draws a moth to flame	1
64	i would like to learn about moths	3	Q00935	are you looking for luna moths	0
64	i would like to learn about moths	3	Q01159	are you looking to fix a moth infestation	0
64	i would like to learn about moths	3	Q01199	are you really reffering to mothra	0
64	i would like to learn about moths	3	Q01447	are you wondering what moths eat	0
64	i would like to learn about moths	3	Q01458	are you wondering where to find moths	0
64	i would like to learn about moths	3	Q01603	do you need any specific information for controlling moths	0
64	i would like to learn about moths	3	Q00001	<None>	0
7	give me air travel information .	3	Q00440	are you interested in the history of air travel	0
7	give me air travel information .	3	Q03247	would you like more info on tsa guidelines	0
7	give me air travel information .	3	Q03297	would you like to book a flight	1
7	give me air travel information .	3	Q03356	would you like to hear air travel info in the news	0
7	give me air travel information .	3	Q03522	would you like to know more about checked baggages rules	0
7	give me air travel information .	3	Q03521	would you like to know more about carryon luggage rules	0
7	give me air travel information .	3	Q00946	are you looking for more info on air travel in general or a specific flight	0
7	give me air travel information .	3	Q01301	are you searching for a specific airport	0
7	give me air travel information .	3	Q01360	are you trying to find an airline	0
7	give me air travel information .	3	Q01670	do you need more information about different kinds of air travel	0
7	give me air travel information .	3	Q01711	do you need to find out about airport weather delays	0
7	give me air travel information .	3	Q01828	do you want information on international travel or domestic travel	0
7	give me air travel information .	3	Q02759	what dates are you planning on traveiing	0
7	give me air travel information .	3	Q02984	where are you looking to travel to	0
7	give me air travel information .	3	Q00001	<None>	0
76	find information on raised gardens .	3	Q00749	are you looking for any specific photos	0
76	find information on raised gardens .	3	Q02456	do you want to take a class about raised gardens	0
76	find information on raised gardens .	3	Q02574	is information needed on best ways to care for the garden once planted	0
76	find information on raised gardens .	3	Q02632	is this in reference to flowers or vegetables	0
76	find information on raised gardens .	3	Q02642	is your request related to raised garden beds	0
76	find information on raised gardens .	3	Q02882	what specific supply would you like to buy for your raised garden	0
76	find information on raised gardens .	3	Q02921	what type of information about raised gardens are you looking for	0
76	find information on raised gardens .	3	Q01648	do you need information in different types that can be made	1
76	find information on raised gardens .	3	Q01651	do you need information on best climate for specific plants	0
76	find information on raised gardens .	3	Q01656	do you need information on materials needed	0
76	find information on raised gardens .	3	Q01662	do you need instructions on how best products to use for growth	0
76	find information on raised gardens .	3	Q01907	do you want to buy a book about raised gardens	0
76	find information on raised gardens .	3	Q01914	do you want to buy raised garden supplies	0
76	find information on raised gardens .	3	Q02082	do you want to know how to create a raised garden	0
76	find information on raised gardens .	3	Q02307	do you want to know what to plant in a raised garden	0
76	find information on raised gardens .	3	Q00001	<None>	0
78	i am looking for information on dieting	3	Q00367	are you interested in reading more about the health benefits of dieting	0
78	i am looking for information on dieting	3	Q02544	how much weight do you want to lose while dieting	0
78	i am looking for information on dieting	3	Q02838	what kinds of specialized diets are you interested in	0
78	i am looking for information on dieting	3	Q03118	will the dieting be in combination with exercise or weight training	0
78	i am looking for information on dieting	3	Q03158	would you like a list of area doctors that can give professional advice on dieting	0
78	i am looking for information on dieting	3	Q03524	would you like to know more about dieting products for weight loss	0
78	i am looking for information on dieting	3	Q03780	would you like to read about different types of diet pills	0
78	i am looking for information on dieting	3	Q00368	are you interested in reading some inspirational quotations about dieting	0
78	i am looking for information on dieting	3	Q00800	are you looking for dieting that involves no medications	0
78	i am looking for information on dieting	3	Q00801	are you looking for dieting tips	0
78	i am looking for information on dieting	3	Q01304	are you searching for dieting pills	0
78	i am looking for information on dieting	3	Q01608	do you need anything specific in relation to counting calories you consume daily	1
78	i am looking for information on dieting	3	Q02120	do you want to know if dieting is safe	0
78	i am looking for information on dieting	3	Q02376	do you want to learn about the history of dieting	0
78	i am looking for information on dieting	3	Q02519	how fast would you like to lose weight	0
78	i am looking for information on dieting	3	Q00001	<None>	0
86	tell me about bart sf	3	Q00152	are you interested in bart sf the company	0
86	tell me about bart sf	3	Q01655	do you need information on how to ride the bart	0
86	tell me about bart sf	3	Q01734	do you need to purchase a bart ticket	0
86	tell me about bart sf	3	Q02491	for what route are you seeking information	0
86	tell me about bart sf	3	Q02791	what information do you need about bart sf	0
86	tell me about bart sf	3	Q00762	are you looking for bart travel schedules	0
86	tell me about bart sf	3	Q00645	are you looking for a map of the bart system	0
86	tell me about bart sf	3	Q00697	are you looking for a specific web site	0
86	tell me about bart sf	3	Q00786	are you looking for contact info in relation to bart sf	0
86	tell me about bart sf	3	Q01107	are you looking for transit routes to berkeley from bart sf	0
86	tell me about bart sf	3	Q01108	are you looking for transit routes to oakland from bart sf	0
86	tell me about bart sf	3	Q01109	are you looking for transit routes to walnut creek from bart sf	0
86	tell me about bart sf	3	Q01332	are you taking the bart from san francisco international airport	0
86	tell me about bart sf	3	Q00001	<None>	1
87	who invented music	3	Q00329	are you interested in music streaming	0
87	who invented music	3	Q02288	do you want to know what kind of music was the first	0
87	who invented music	3	Q02473	do you wish to know how music videos started	0
87	who invented music	3	Q02616	is there any specific music genre you are interested in	1
87	who invented music	3	Q03389	would you like to know about inventions related to music	0
87	who invented music	3	Q00330	are you interested in musical notes and their origins	0
87	who invented music	3	Q00458	are you interested in the invention of modern music or the beginning of all music	0
87	who invented music	3	Q01072	are you looking for the history of classical music	0
87	who invented music	3	Q01129	are you looking for who invented the first instruments	0
87	who invented music	3	Q01834	do you want information on the person who invented music	0
87	who invented music	3	Q01839	do you want information related to music notation and written music	0
87	who invented music	3	Q01891	do you want the name of one person	0
87	who invented music	3	Q02204	do you want to know the first song ever recorded	0
87	who invented music	3	Q00001	<None>	0
91	tell me about er television show .	2	Q00398	are you interested in summaries of episodes of er tv show	0
91	tell me about er television show .	2	Q02462	do you want to watch er tv show	0
91	tell me about er television show .	2	Q02871	what season of er are you interested in	0
91	tell me about er television show .	2	Q02922	what type of information about the show do you need	0
91	tell me about er television show .	2	Q03318	would you like to buy the dvd of er tv show	0
91	tell me about er television show .	2	Q02272	do you want to know what channel er tv show is on	0
91	tell me about er television show .	2	Q02306	do you want to know what time er tv show is on	0
91	tell me about er television show .	2	Q00573	are you interested on when er tv show started	0
91	tell me about er television show .	2	Q00635	are you looking for a list of er actors	0
91	tell me about er television show .	2	Q00636	are you looking for a list of er episodes	0
91	tell me about er television show .	2	Q00714	are you looking for a website to watch er tv show online	0
91	tell me about er television show .	2	Q01069	are you looking for the featured music on the er tv show	0
91	tell me about er television show .	2	Q01122	are you looking for ways to watch er	0
91	tell me about er television show .	2	Q02019	do you want to know awards er has won	0
91	tell me about er television show .	2	Q02362	do you want to know who the main actor is in er tv show	0
91	tell me about er television show .	2	Q00001	<None>	1
92	find information about the wall	4	Q00114	are you interested in a specific part of a home	0
92	find information about the wall	4	Q01743	do you need dry wall products	0
92	find information about the wall	4	Q01924	do you want to contribute to the gofundme campaign to fund the wall	0
92	find information about the wall	4	Q02230	do you want to know the news about the border wall	0
92	find information about the wall	4	Q03624	would you like to know the rules of the wall game show	0
92	find information about the wall	4	Q01288	are you referring to the vietnam veterans memorial wall	0
92	find information about the wall	4	Q00160	are you interested in building a home	0
92	find information about the wall	4	Q00186	are you interested in downloading the album the wall	1
92	find information about the wall	4	Q00225	are you interested in hearing facts about the proposed border wall	0
92	find information about the wall	4	Q00683	are you looking for a specific movie	0
92	find information about the wall	4	Q00697	are you looking for a specific web site	0
92	find information about the wall	4	Q01148	are you looking to buy the album the wall online	0
92	find information about the wall	4	Q01276	are you referring to the nbc television show	0
92	find information about the wall	4	Q01290	are you referring to the wall proposed by donald trump or the wall by pink floyd	0
92	find information about the wall	4	Q00001	<None>	0
94	give me information about titan .	4	Q00119	are you interested in a specific titan	0
94	give me information about titan .	4	Q01269	are you referring to the monster from the final fantasy series	0
94	give me information about titan .	4	Q01287	are you referring to the titans from titanfall	0
94	give me information about titan .	4	Q01291	are you referring to the watch brand	0
94	give me information about titan .	4	Q02009	do you want to know about the tennessee titans	0
94	give me information about titan .	4	Q02391	do you want to learn more about the show titans	1
94	give me information about titan .	4	Q03891	would you like to see the a specific titan	0
94	give me information about titan .	4	Q00123	are you interested in a specific web page	0
94	give me information about titan .	4	Q00296	are you interested in learning more about mythological titans	0
94	give me information about titan .	4	Q01058	are you looking for the computer part	0
94	give me information about titan .	4	Q01077	are you looking for the latest tennessee titans scores	0
94	give me information about titan .	4	Q01160	are you looking to get more information about titan machinery	0
94	give me information about titan .	4	Q01292	are you referring to titan the moon of saturn	0
94	give me information about titan .	4	Q01218	are you referring to a specific vehicle	0
94	give me information about titan .	4	Q01260	are you referring to the greek god or the pc	0
94	give me information about titan .	4	Q00001	<None>	0
203	find me reviews of the les miserables .	2	Q01857	do you want reviews of les miserables from london	0
203	find me reviews of the les miserables .	2	Q03211	would you like highly rated reviews	0
203	find me reviews of the les miserables .	2	Q03936	would you want movie reviews	0
203	find me reviews of the les miserables .	2	Q03241	would you like low rated reviews	0
203	find me reviews of the les miserables .	2	Q01858	do you want reviews of les miserables from pbs	0
203	find me reviews of the les miserables .	2	Q01863	do you want reviews of the les miserables tv series	0
203	find me reviews of the les miserables .	2	Q01860	do you want reviews of the les miserables book	0
203	find me reviews of the les miserables .	2	Q01861	do you want reviews of the les miserables concert	0
203	find me reviews of the les miserables .	2	Q01862	do you want reviews of the les miserables movie	0
203	find me reviews of the les miserables .	2	Q01572	do you mean the book or the movie	1
203	find me reviews of the les miserables .	2	Q01807	do you want good reviews or bad reviews	0
203	find me reviews of the les miserables .	2	Q03196	would you like book reviews	0
234	tell me about dark chocolate health benefits	1	Q00430	are you interested in the different candles dark chocolate is made into	0
